#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:file76a54892883c" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:file76a54892883c" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:file76a54892883c">
#                <taxonset id="TaxonSet.file76a54892883c" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:file76a54892883c" name="distribution" x="@birthRate.t:file76a54892883c">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:file76a54892883c" name="distribution">
#            <parameter id="clockRate.c:file76a54892883c" name="x">1.0</parameter>
#            <Uniform id="Uniform.150" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="auto_name_1.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:file76a54892883c">
#            <taxonset id="auto_name_1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="2" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="3" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.151" name="distr">
#                <parameter estimate="false" id="RealParameter.300" name="mean">10.0</parameter>
#                <parameter estimate="false" id="RealParameter.301" name="sigma">0.01</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@file76a54892883c" id="treeLikelihood.file76a54892883c" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:file76a54892883c">
#            <siteModel id="SiteModel.s:file76a54892883c" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:file76a54892883c" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:file76a54892883c" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:file76a54892883c" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:file76a54892883c" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:file76a54892883c" id="StrictClock.c:file76a54892883c" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.file76a54892883c	TreeHeight	YuleModel	birthRate	logP(mrca(auto_name_1))	mrca.age(auto_name_1)	clockRate
490000	-19.913965942063683	-16.635532333438686	-3.2784336086249986	-16.635532333438686	9.997254900014635	-6.926987391760166	0.09084685960302079	3.6485537831351675	9.997254900014635	Infinity
491000	-20.832395046301354	-16.635532333438686	-4.196862712862667	-16.635532333438686	10.014139677165788	-6.8834420138824886	0.06305826031852786	2.6865793010198216	10.014139677165788	Infinity
492000	-23.083834640786783	-16.635532333438686	-6.448302307348099	-16.635532333438686	10.011693737567198	-9.450816468679061	0.29384703381077837	3.002514161330963	10.011693737567198	Infinity
493000	-21.25513692354532	-16.635532333438686	-4.619604590106633	-16.635532333438686	10.016255828252019	-6.984576482094339	0.07009570057781112	2.364971891987707	10.016255828252019	Infinity
494000	-20.916672577923027	-16.635532333438686	-4.281140244484342	-16.635532333438686	10.01447774913192	-6.9193457976336585	0.06476662400085416	2.6382055531493167	10.01447774913192	Infinity
495000	-19.711507107267103	-16.635532333438686	-3.075974773828415	-16.635532333438686	10.000463204303447	-6.761133635478175	0.08224553448020722	3.68515886164976	10.000463204303447	Infinity
496000	-21.484065040205113	-16.635532333438686	-4.848532706766428	-16.635532333438686	10.013989069262886	-7.556294065340783	0.20985200750342428	2.7077613585743547	10.013989069262886	Infinity
497000	-20.141528490757462	-16.635532333438686	-3.5059961573187777	-16.635532333438686	9.994122330150624	-7.019492795810885	0.1718357877339566	3.5134966384921076	9.994122330150624	Infinity
498000	-20.59131037840743	-16.635532333438686	-3.9557780449687456	-16.635532333438686	10.009840667108602	-7.157816052040581	0.07456385746245282	3.2020380070718355	10.009840667108602	Infinity
499000	-20.411658551269362	-16.635532333438686	-3.7761262178306776	-16.635532333438686	10.003508693182313	-7.400803231376034	0.07729658897306024	3.624677013545356	10.003508693182313	Infinity
500000	-20.83936808961176	-16.635532333438686	-4.203835756173072	-16.635532333438686	10.002978453993908	-7.8457114679873605	0.1809622798777749	3.6418757118142877	10.002978453993908	Infinity
501000	-19.580517789466512	-16.635532333438686	-2.944985456027828	-16.635532333438686	10.001624454516664	-6.618022846427698	0.09635638749269265	3.6730373903998697	10.001624454516664	Infinity
502000	-20.16752086554343	-16.635532333438686	-3.5319885321047435	-16.635532333438686	9.997318931377691	-7.182279540100522	0.06463675362725335	3.6502910079957784	9.997318931377691	Infinity
503000	-19.994123353700573	-16.635532333438686	-3.3585910202618887	-16.635532333438686	10.000384895427807	-7.044081950593574	0.05792273865014423	3.685490930331685	10.000384895427807	Infinity
504000	-21.131212661640753	-16.635532333438686	-4.495680328202066	-16.635532333438686	9.983750007962968	-6.8616007749674255	0.09126759420869977	2.36592044676536	9.983750007962968	Infinity
505000	-21.144782605940282	-16.635532333438686	-4.509250272501596	-16.635532333438686	9.989229558490658	-7.615469873754237	0.03592324423521087	3.1062196012526413	9.989229558490658	Infinity
506000	-20.929190259634826	-16.635532333438686	-4.29365792619614	-16.635532333438686	10.013007797298405	-7.133875626197588	0.09928535088929002	2.840217700001448	10.013007797298405	Infinity
507000	-19.905374016237705	-16.635532333438686	-3.2698416827990195	-16.635532333438686	10.00008314761467	-6.956038767953311	0.1706408943795082	3.6861970851542916	10.00008314761467	Infinity
508000	-20.146604102602723	-16.635532333438686	-3.5110717691640367	-16.635532333438686	9.992883916505033	-6.9441102004107265	0.07537863288397721	3.4330384312466897	9.992883916505033	Infinity
509000	-19.759983526149245	-16.635532333438686	-3.1244511927105587	-16.635532333438686	10.003347939745211	-6.754639342806153	0.06685831053363911	3.6301881500955946	10.003347939745211	Infinity
510000	-20.452128409457384	-16.635532333438686	-3.816596076018699	-16.635532333438686	10.003347939745211	-7.446784226114294	0.09403365249676675	3.6301881500955946	10.003347939745211	Infinity
511000	-23.120591068025615	-16.635532333438686	-6.485058734586928	-16.635532333438686	10.024143390227682	-7.2567739289397535	0.0684893886981598	0.7717151943528258	10.024143390227682	Infinity
512000	-22.311011772024035	-16.635532333438686	-5.6754794385853495	-16.635532333438686	9.999189496495726	-9.358426511716564	0.3657005197181496	3.6829470731312144	9.999189496495726	Infinity
513000	-20.095825883689873	-16.635532333438686	-3.4602935502511856	-16.635532333438686	9.99285136127539	-6.891010024959634	0.11748606462694215	3.4307164747084484	9.99285136127539	Infinity
514000	-20.11439418614447	-16.635532333438686	-3.478861852705784	-16.635532333438686	10.005885616617668	-6.991891090638344	0.10945049932064549	3.51302923793256	10.005885616617668	Infinity
515000	-20.10495829489115	-16.635532333438686	-3.4694259614524667	-16.635532333438686	9.996786690380226	-7.104030820673226	0.051270376616810075	3.6346048592207594	9.996786690380226	Infinity
516000	-19.956374338754234	-16.635532333438686	-3.3208420053155487	-16.635532333438686	9.994719601467441	-6.867660614785716	0.13493480217298456	3.5468186094701677	9.994719601467441	Infinity
517000	-20.413013202023876	-16.635532333438686	-3.777480868585192	-16.635532333438686	9.997951959350889	-7.442740168866555	0.03841936198547484	3.665259300281363	9.997951959350889	Infinity
518000	-19.883311570502453	-16.635532333438686	-3.247779237063767	-16.635532333438686	9.99466769197094	-6.791843345263336	0.06766982970299615	3.5440641081995694	9.99466769197094	Infinity
519000	-20.38758803184495	-16.635532333438686	-3.752055698406261	-16.635532333438686	9.98955672668923	-6.892977563972475	0.08711062076660368	3.140921865566214	9.98955672668923	Infinity
520000	-21.45001980233959	-16.635532333438686	-4.814487468900905	-16.635532333438686	9.985382475214802	-7.432358967454958	0.041353537724401646	2.6178714985540523	9.985382475214802	Infinity
521000	-20.304852150936465	-16.635532333438686	-3.6693198174977804	-16.635532333438686	9.989459311764334	-6.8000209278736135	0.08029655938004152	3.130701110375833	9.989459311764334	Infinity
522000	-21.423490761511317	-16.635532333438686	-4.787958428072631	-16.635532333438686	9.99024031707927	-7.997933027290058	0.14862977182222842	3.209974599217427	9.99024031707927	Infinity
523000	-20.15095453262559	-16.635532333438686	-3.5154221991869052	-16.635532333438686	9.997354130943	-7.166650736636376	0.13585799253941766	3.6512285374494704	9.997354130943	Infinity
524000	-22.802727931865167	-16.635532333438686	-6.16719559842648	-16.635532333438686	10.02396990186911	-6.980646273136038	0.10325083014501484	0.813450674709558	10.02396990186911	Infinity
525000	-20.118036108287278	-16.635532333438686	-3.482503774848593	-16.635532333438686	10.002613378558523	-7.134586690181263	0.06988012290267882	3.6520829153326697	10.002613378558523	Infinity
526000	-19.87702125207445	-16.635532333438686	-3.2414889186357643	-16.635532333438686	10.006339468554943	-6.7267762636236315	0.08241016277312173	3.485287344987867	10.006339468554943	Infinity
527000	-20.568421511437048	-16.635532333438686	-3.932889177998362	-16.635532333438686	10.006339468554943	-7.418176522986229	0.0764497002647201	3.485287344987867	10.006339468554943	Infinity
528000	-20.263103593011635	-16.635532333438686	-3.627571259572948	-16.635532333438686	10.006936990152502	-7.073193750476831	0.1703091262357129	3.4456224909038826	10.006936990152502	Infinity
529000	-19.919059723970303	-16.635532333438686	-3.283527390531618	-16.635532333438686	10.004959415282212	-6.846780043607864	0.07641651276134993	3.563252653076246	10.004959415282212	Infinity
530000	-19.77772347890276	-16.635532333438686	-3.142191145464074	-16.635532333438686	9.996864853368898	-6.7792770762549335	0.10680139173710029	3.6370859307908594	9.996864853368898	Infinity
531000	-21.045520367498572	-16.635532333438686	-4.409988034059885	-16.635532333438686	9.992059977591786	-7.780999907628636	0.12799750564117598	3.371011873568751	9.992059977591786	Infinity
532000	-25.48734854799927	-16.635532333438686	-8.851816214560586	-16.635532333438686	10.002562521351418	-12.505215288961633	0.3493974567754613	3.6533990744010474	10.002562521351418	Infinity
533000	-21.60760503282915	-16.635532333438686	-4.972072699390463	-16.635532333438686	10.017495056029233	-7.12791942484386	0.06415346848969829	2.155846725453397	10.017495056029233	Infinity
534000	-20.087469016592788	-16.635532333438686	-3.4519366831541034	-16.635532333438686	10.00038440537587	-7.137429498472533	0.1279364122750718	3.685492815318429	10.00038440537587	Infinity
535000	-20.050966928520168	-16.635532333438686	-3.415434595081481	-16.635532333438686	9.997455351165527	-7.069290059410983	0.054446487913879446	3.6538554643295025	9.997455351165527	Infinity
536000	-20.726502078017656	-16.635532333438686	-4.09096974457897	-16.635532333438686	9.997455351165527	-7.744825208908473	0.20998744796605143	3.6538554643295025	9.997455351165527	Infinity
537000	-20.304083410042058	-16.635532333438686	-3.66855107660337	-16.635532333438686	9.997455351165527	-7.322406540932873	0.14186971650079475	3.6538554643295025	9.997455351165527	Infinity
538000	-21.58493621684292	-16.635532333438686	-4.949403883404232	-16.635532333438686	9.999142115909741	-8.631955710626055	0.24262479430196313	3.682551827221824	9.999142115909741	Infinity
539000	-20.52133971667778	-16.635532333438686	-3.8858073832390945	-16.635532333438686	10.00552518223388	-7.419400842434598	0.06042308920232829	3.5335934591955036	10.00552518223388	Infinity
540000	-21.7230948637174	-16.635532333438686	-5.0875625302787135	-16.635532333438686	10.009187791358928	-8.351716632786212	0.16818744904725264	3.2641541025074994	10.009187791358928	Infinity
541000	-20.041737040427254	-16.635532333438686	-3.4062047069885675	-16.635532333438686	10.008112623457922	-6.76336306292183	0.138787593955809	3.357158355933263	10.008112623457922	Infinity
542000	-20.855633048981943	-16.635532333438686	-4.220100715543255	-16.635532333438686	9.998026766674998	-7.8868641195521905	0.19830749691995847	3.6667634040089356	9.998026766674998	Infinity
543000	-22.920007632819697	-16.635532333438686	-6.284475299381009	-16.635532333438686	9.976433896697598	-7.19390082786703	0.19297783699415738	0.9094255284860204	9.976433896697598	Infinity
544000	-21.009582113626376	-16.635532333438686	-4.374049780187691	-16.635532333438686	9.984369437806432	-6.8387090605361305	0.12556230463484275	2.4646592803484397	9.984369437806432	Infinity
545000	-19.725822197510325	-16.635532333438686	-3.0902898640716407	-16.635532333438686	9.997194456302271	-6.7371661396557245	0.10307610363703197	3.646876275584084	9.997194456302271	Infinity
546000	-20.140343207214503	-16.635532333438686	-3.504810873775816	-16.635532333438686	9.997710226351321	-7.164827209748319	0.09864547935432741	3.660016335972503	9.997710226351321	Infinity
547000	-21.1003842782048	-16.635532333438686	-4.464851944766112	-16.635532333438686	9.990986792018521	-7.7448940069625785	0.15853631159208886	3.280042062196467	9.990986792018521	Infinity
548000	-19.861679450523525	-16.635532333438686	-3.226147117084837	-16.635532333438686	10.004825469201146	-6.7959530048122225	0.10446990736529949	3.5698058877273855	10.004825469201146	Infinity
549000	-20.85664175102689	-16.635532333438686	-4.2211094175882025	-16.635532333438686	9.993152779169478	-7.672918904861925	0.22543063964396678	3.451809487273722	9.993152779169478	Infinity
550000	-19.940163361374385	-16.635532333438686	-3.304631027935698	-16.635532333438686	10.005891340897296	-6.817323192878339	0.101307995568123	3.5126921649426412	10.005891340897296	Infinity
551000	-22.51151173967898	-16.635532333438686	-5.875979406240294	-16.635532333438686	9.986378098638282	-8.634430075481804	0.015600127684134777	2.75845066924151	9.986378098638282	Infinity
552000	-19.956139611473517	-16.635532333438686	-3.3206072780348297	-16.635532333438686	10.002617632478024	-6.972578931868205	0.10292826604254868	3.6519716538333755	10.002617632478024	Infinity
553000	-19.745836471557762	-16.635532333438686	-3.1103041381190764	-16.635532333438686	9.995953632948218	-6.714670359313775	0.08451317442880897	3.6043662211946987	9.995953632948218	Infinity
554000	-21.0441518774496	-16.635532333438686	-4.408619544010913	-16.635532333438686	10.001795977847367	-8.078723514653165	0.02223010202704295	3.6701039706422525	10.001795977847367	Infinity
555000	-19.97921187640205	-16.635532333438686	-3.3436795429633634	-16.635532333438686	9.996306489947022	-6.961701113189542	0.071710942896504	3.6180215702261784	9.996306489947022	Infinity
556000	-19.769083457284598	-16.635532333438686	-3.1335511238459133	-16.635532333438686	9.996306489947022	-6.751572694072092	0.11953241753394021	3.6180215702261784	9.996306489947022	Infinity
557000	-20.38820528665133	-16.635532333438686	-3.752672953212644	-16.635532333438686	9.996306489947022	-7.370694523438822	0.1388357083036372	3.6180215702261784	9.996306489947022	Infinity
558000	-19.977390480959254	-16.635532333438686	-3.341858147520567	-16.635532333438686	10.005846428643977	-6.857186160858399	0.10130109346034438	3.515328013337832	10.005846428643977	Infinity
559000	-20.821959498770717	-16.635532333438686	-4.186427165332031	-16.635532333438686	9.990081529379536	-7.380778520870387	0.05840255263680035	3.1943513555383563	9.990081529379536	Infinity
560000	-22.119463703155343	-16.635532333438686	-5.483931369716657	-16.635532333438686	10.011215913499262	-8.54117944438544	0.01835645399670628	3.0572480746687822	10.011215913499262	Infinity
561000	-19.77851809372757	-16.635532333438686	-3.142985760288883	-16.635532333438686	9.997730673926068	-6.803468208923155	0.06450193260577777	3.660482448634272	9.997730673926068	Infinity
562000	-19.903981679811697	-16.635532333438686	-3.2684493463730107	-16.635532333438686	9.997730673926068	-6.928931795007283	0.13855116902563	3.660482448634272	9.997730673926068	Infinity
563000	-19.957585304334664	-16.635532333438686	-3.3220529708959794	-16.635532333438686	10.005689996670522	-6.846404313126619	0.12822749010059184	3.524351342230639	10.005689996670522	Infinity
564000	-20.073564899058958	-16.635532333438686	-3.4380325656202704	-16.635532333438686	9.999405606124515	-7.122497698007621	0.11890272813853858	3.6844651323873503	9.999405606124515	Infinity
565000	-20.53323319482789	-16.635532333438686	-3.897700861389204	-16.635532333438686	10.001485413330538	-7.5729002503599165	0.10552814128201689	3.6751993889707126	10.001485413330538	Infinity
566000	-21.310189124258827	-16.635532333438686	-4.674656790820141	-16.635532333438686	9.983831744250939	-7.053825973768268	0.112934771772997	2.3791691829481265	9.983831744250939	Infinity
567000	-20.596617348188733	-16.635532333438686	-3.9610850147500463	-16.635532333438686	9.995924218475402	-7.564256692352185	0.1326804774510601	3.6031716776021385	9.995924218475402	Infinity
568000	-20.49481405163495	-16.635532333438686	-3.8592817181962658	-16.635532333438686	10.000904618316557	-7.541421699486429	0.15119245102229573	3.6821399812901636	10.000904618316557	Infinity
569000	-20.48044142718926	-16.635532333438686	-3.8449090937505725	-16.635532333438686	10.000904618316557	-7.527049075040736	0.20004159384263975	3.6821399812901636	10.000904618316557	Infinity
570000	-21.242391091817243	-16.635532333438686	-4.606858758378558	-16.635532333438686	9.984458425154605	-7.08538766778689	0.07097147524142274	2.4785289094083316	9.984458425154605	Infinity
571000	-20.87016146452433	-16.635532333438686	-4.234629131085643	-16.635532333438686	10.005679786825837	-7.759560891934296	0.16032264944363808	3.524931760848653	10.005679786825837	Infinity
572000	-20.730866375599533	-16.635532333438686	-4.095334042160845	-16.635532333438686	10.005679786825837	-7.620265803009498	0.12932062886465515	3.524931760848653	10.005679786825837	Infinity
573000	-19.716093816916192	-16.635532333438686	-3.0805614834775072	-16.635532333438686	9.99936323516049	-6.76476578895675	0.09124614037483313	3.684204305479243	9.99936323516049	Infinity
574000	-19.70235146913137	-16.635532333438686	-3.0668191356926835	-16.635532333438686	9.99936323516049	-6.7510234411719265	0.11982566759207533	3.684204305479243	9.99936323516049	Infinity
575000	-22.70798539372529	-16.635532333438686	-6.072453060286605	-16.635532333438686	9.9921961025305	-9.454180634497643	0.22729847585115326	3.3817275742110375	9.9921961025305	Infinity
576000	-21.763876630210554	-16.635532333438686	-5.128344296771868	-16.635532333438686	9.9921961025305	-8.510071870982905	0.018351468849191407	3.3817275742110375	9.9921961025305	Infinity
577000	-20.384272158158726	-16.635532333438686	-3.748739824720039	-16.635532333438686	9.994759454887921	-7.297654912144797	0.07490486236070301	3.5489150874247577	9.994759454887921	Infinity
578000	-22.180833848562166	-16.635532333438686	-5.545301515123482	-16.635532333438686	9.98267567568273	-7.7308721026570915	0.22361415099540122	2.185570587533609	9.98267567568273	Infinity
579000	-20.830522175493506	-16.635532333438686	-4.194989842054819	-16.635532333438686	10.012666936466482	-7.078965097608727	0.14030928441341378	2.8839752555539073	10.012666936466482	Infinity
580000	-20.42315084452357	-16.635532333438686	-3.7876185110848835	-16.635532333438686	10.008963991702624	-7.072084427644776	0.04875337428958103	3.2844659165598924	10.008963991702624	Infinity
581000	-20.186956740904968	-16.635532333438686	-3.5514244074662824	-16.635532333438686	10.004667620050647	-7.128722675563701	0.08979066559065862	3.5772982680974184	10.004667620050647	Infinity
582000	-19.767492385068536	-16.635532333438686	-3.1319600516298505	-16.635532333438686	10.004667620050647	-6.709258319727269	0.077044731048151	3.5772982680974184	10.004667620050647	Infinity
583000	-23.770709656452592	-16.635532333438686	-7.135177323013907	-16.635532333438686	10.00039838603334	-10.820615418639527	0.4009122060512304	3.68543809562562	10.00039838603334	Infinity
584000	-20.488819484612726	-16.635532333438686	-3.85328715117404	-16.635532333438686	10.00626528378182	-7.3432498996237605	0.17426060133769056	3.4899627484497207	10.00626528378182	Infinity
585000	-22.146406436768764	-16.635532333438686	-5.510874103330079	-16.635532333438686	9.986426631908026	-8.275924149312429	0.2373128048206527	2.76505004598235	9.986426631908026	Infinity
586000	-20.9837394183293	-16.635532333438686	-4.348207084890616	-16.635532333438686	9.985894441941449	-7.039604896958243	0.04916138443847572	2.6913978120676276	9.985894441941449	Infinity
587000	-20.809414280528696	-16.635532333438686	-4.17388194709001	-16.635532333438686	9.988649449704576	-7.215938639828719	0.17002701158646888	3.0420566927387096	9.988649449704576	Infinity
588000	-20.18243601909768	-16.635532333438686	-3.546903685658993	-16.635532333438686	9.989835326741252	-6.716532426156886	0.129538316941729	3.1696287404978927	9.989835326741252	Infinity
589000	-19.952771821847787	-16.635532333438686	-3.317239488409101	-16.635532333438686	9.997236859550874	-6.96529641548454	0.07313170518298097	3.6480569270754386	9.997236859550874	Infinity
590000	-23.294347119133622	-16.635532333438686	-6.658814785694936	-16.635532333438686	10.02500340308953	-7.219195608190853	0.04953124395634138	0.5603808224959166	10.02500340308953	Infinity
591000	-21.548993364920015	-16.635532333438686	-4.913461031481329	-16.635532333438686	10.018042459993811	-6.972040871123328	0.16218048789555392	2.0585798396419985	10.018042459993811	Infinity
592000	-22.396692642152434	-16.635532333438686	-5.761160308713748	-16.635532333438686	9.987560664185194	-8.673706583929611	0.015474009701342883	2.9125462752158637	9.987560664185194	Infinity
593000	-20.212967794041017	-16.635532333438686	-3.5774354606023295	-16.635532333438686	9.999544353428623	-7.262629044395712	0.09321461912539959	3.685193583793383	9.999544353428623	Infinity
594000	-20.181965832482614	-16.635532333438686	-3.546433499043927	-16.635532333438686	9.997067049350456	-7.189654154264033	0.18789698641849503	3.6432206552201056	9.997067049350456	Infinity
595000	-19.736247798106515	-16.635532333438686	-3.1007154646678274	-16.635532333438686	9.997045820669706	-6.7433112398735755	0.06812175584696457	3.642595775205748	9.997045820669706	Infinity
596000	-21.84189699692803	-16.635532333438686	-5.206364663489343	-16.635532333438686	10.01558692069883	-7.677835831914695	0.12786736185709374	2.471471168425352	10.01558692069883	Infinity
597000	-21.085476956627286	-16.635532333438686	-4.449944623188601	-16.635532333438686	10.01558692069883	-6.921415791613953	0.06271764269868313	2.471471168425352	10.01558692069883	Infinity
598000	-21.104875146523806	-16.635532333438686	-4.469342813085121	-16.635532333438686	10.010319222192345	-7.623142732593573	0.16290230922137153	3.153799919508452	10.010319222192345	Infinity
599000	-21.072240810563986	-16.635532333438686	-4.436708477125301	-16.635532333438686	9.996543082876205	-8.063188749904768	0.20612016611214043	3.6264802727794665	9.996543082876205	Infinity
600000	-22.642661648345552	-16.635532333438686	-6.007129314906866	-16.635532333438686	9.99536617409528	-9.58599925511398	0.009501591588739327	3.5788699402071145	9.99536617409528	Infinity
601000	-20.81428396917861	-16.635532333438686	-4.178751635739925	-16.635532333438686	10.011297243615683	-7.226844721962884	0.11565066202649255	3.048093086222959	10.011297243615683	Infinity
602000	-23.88521839843705	-16.635532333438686	-7.2496860649983645	-16.635532333438686	10.023051871473369	-8.278973825658227	0.24330929920609592	1.0292877606598627	10.023051871473369	Infinity
603000	-21.156098755407008	-16.635532333438686	-4.52056642196832	-16.635532333438686	10.012742970469821	-7.394881592778063	0.11558924381227365	2.8743151708097425	10.012742970469821	Infinity
604000	-21.015770965227833	-16.635532333438686	-4.3802386317891475	-16.635532333438686	9.990570062910711	-7.6218517170328495	0.02989777544421653	3.2416130852437015	9.990570062910711	Infinity
605000	-22.277877259870692	-16.635532333438686	-5.6423449264320045	-16.635532333438686	10.00490008159485	-9.208522581034522	0.21093653540313093	3.566177654602518	10.00490008159485	Infinity
606000	-21.150542956967456	-16.635532333438686	-4.515010623528768	-16.635532333438686	9.98617140476888	-7.245092045981457	0.05744704215012029	2.730081422452689	9.98617140476888	Infinity
607000	-20.510967759866418	-16.635532333438686	-3.87543542642773	-16.635532333438686	9.992855275994767	-7.306431673656391	0.20252386124840477	3.430996247228661	9.992855275994767	Infinity
608000	-20.455782101970087	-16.635532333438686	-3.8202497685314016	-16.635532333438686	9.996621241150923	-7.449401364513724	0.10730358786592989	3.6291515959823224	9.996621241150923	Infinity
609000	-20.59552278371534	-16.635532333438686	-3.9599904502766545	-16.635532333438686	9.990189272809543	-7.164970263032206	0.05967983032159181	3.2049798127555515	9.990189272809543	Infinity
610000	-21.052673475310577	-16.635532333438686	-4.417141141871891	-16.635532333438686	10.006852086173378	-7.868617370018315	0.19313697388964757	3.451476228146424	10.006852086173378	Infinity
611000	-20.590277648096	-16.635532333438686	-3.9547453146573144	-16.635532333438686	10.005322586063208	-7.499327355439441	0.09771874492948311	3.5445820407821262	10.005322586063208	Infinity
612000	-20.274096156195075	-16.635532333438686	-3.6385638227563892	-16.635532333438686	9.995293071650838	-7.2140196031191	0.09978045566054992	3.5754557803627107	9.995293071650838	Infinity
613000	-22.38222721851038	-16.635532333438686	-5.746694885071696	-16.635532333438686	9.981347791035372	-7.693402041554339	0.11098478718608105	1.9467071564826435	9.981347791035372	Infinity
614000	-20.537552091048816	-16.635532333438686	-3.9020197576101294	-16.635532333438686	9.995010610712592	-7.463781383087051	0.12322062569771425	3.5617616254769215	9.995010610712592	Infinity
615000	-20.808685916235383	-16.635532333438686	-4.173153582796696	-16.635532333438686	9.994470992746644	-7.706535629541785	0.17548621844869675	3.5333820467450883	9.994470992746644	Infinity
616000	-19.951476554954787	-16.635532333438686	-3.3159442215161015	-16.635532333438686	10.001334628243836	-6.993269711553302	0.07316674974214452	3.6773254900372008	10.001334628243836	Infinity
617000	-22.409352976571526	-16.635532333438686	-5.773820643132842	-16.635532333438686	9.987768148863548	-8.711961384794666	0.18197267380556228	2.9381407416618246	9.987768148863548	Infinity
618000	-19.72177795074637	-16.635532333438686	-3.086245617307685	-16.635532333438686	9.996284477194692	-6.703451721507282	0.07779830774056055	3.617206104199597	9.996284477194692	Infinity
619000	-20.212537498557136	-16.635532333438686	-3.5770051651184516	-16.635532333438686	9.998923463351254	-7.257442162121402	0.06302772071536243	3.6804369970029502	9.998923463351254	Infinity
620000	-20.1561163952472	-16.635532333438686	-3.5205840618085147	-16.635532333438686	9.998923463351254	-7.201021058811465	0.042063488322582075	3.6804369970029502	9.998923463351254	Infinity
621000	-20.166141407759095	-16.635532333438686	-3.530609074320411	-16.635532333438686	9.99835320961641	-7.203281134266397	0.05272227158427346	3.672672059945986	9.99835320961641	Infinity
622000	-20.46458930583963	-16.635532333438686	-3.829056972400945	-16.635532333438686	9.994160387123383	-7.344783232440612	0.18710121398174245	3.515726260039667	9.994160387123383	Infinity
623000	-20.015390864505665	-16.635532333438686	-3.3798585310669798	-16.635532333438686	9.99685030366591	-7.016487248865512	0.08444055143542474	3.636628717798532	9.99685030366591	Infinity
624000	-20.105355147514228	-16.635532333438686	-3.469822814075543	-16.635532333438686	9.99685030366591	-7.106451531874075	0.05609744080160175	3.636628717798532	9.99685030366591	Infinity
625000	-21.45732133400903	-16.635532333438686	-4.821789000570345	-16.635532333438686	10.011176906922318	-7.883404411603015	0.22284615124620263	3.06161541103267	10.011176906922318	Infinity
626000	-21.214726995763755	-16.635532333438686	-4.579194662325068	-16.635532333438686	10.011176906922318	-7.640810073357738	0.037121673166288116	3.06161541103267	10.011176906922318	Infinity
627000	-19.961837875589246	-16.635532333438686	-3.326305542150559	-16.635532333438686	10.006973434907387	-6.769393222896168	0.12647762174030772	3.443087680745609	10.006973434907387	Infinity
628000	-20.382893652452317	-16.635532333438686	-3.7473613190136312	-16.635532333438686	10.002157747882135	-7.410313592182753	0.08398025575315214	3.6629522731691218	10.002157747882135	Infinity
629000	-19.828240963487893	-16.635532333438686	-3.192708630049206	-16.635532333438686	9.994475294488053	-6.7263284278639395	0.08849957399027823	3.5336197978147337	9.994475294488053	Infinity
630000	-20.607835202025985	-16.635532333438686	-3.9723028685873003	-16.635532333438686	10.007127326407485	-7.404540612776575	0.0540086857379784	3.432237744189275	10.007127326407485	Infinity
631000	-20.478551516529688	-16.635532333438686	-3.8430191830910028	-16.635532333438686	9.99681652919947	-7.4785784041853125	0.08693427561823024	3.6355592210943097	9.99681652919947	Infinity
632000	-20.296432735986684	-16.635532333438686	-3.6609004025479974	-16.635532333438686	9.99820748607993	-7.331066524563207	0.08432903302031501	3.6701661220152095	9.99820748607993	Infinity
633000	-20.23981609292241	-16.635532333438686	-3.6042837594837254	-16.635532333438686	9.992166436627517	-6.983691836713636	0.14172254121176958	3.37940807722991	9.992166436627517	Infinity
634000	-20.450547534780227	-16.635532333438686	-3.815015201341542	-16.635532333438686	9.99229885752679	-7.204708877161628	0.14856856812069802	3.389693675820086	9.99229885752679	Infinity
